COMP_K,COMP_R,COMP_RHKMFWY,COMP_RHKM,MAXSW20_COMP_RHKMFWY,MAXSW20_COMP_RHKM,AVG_DNA_IDX,AVG_RNA_IDX,AVG_DRNA_IDX,MAXSW15_AVG_RNA_IDX,Class
0.16397,0.31425,?,0.35686999999999997,0.64286,0.46667,0.48915,?,0.44509,?,No
?,0.16399,0.42095,?,0.71429,0.46667,0.33263000000000004,0.31238,0.32427,0.30256,No
0.22637,0.19008,?,0.23601,0.5,0.26666999999999996,0.4797,0.36684,?,?,No
0.18328,0.17010999999999998,?,0.31319,0.57143,0.46667,0.46375,0.41333000000000003,0.44198000000000004,0.30385,No
0.19805,0.09191,?,?,0.42857,?,0.43176000000000003,0.34809,0.39473,0.28333,No
0.27662,?,0.55277,?,0.71429,?,0.52691,0.43281000000000003,0.48538000000000003,0.43526000000000004,No
0.34419,0.30976,0.61524,?,0.42857,0.26666999999999996,0.43485,0.40236,0.42118999999999995,0.2609,No
0.25558000000000003,0.43341,0.55592,0.4374,0.57143,0.53333,0.5021,?,0.4888,?,No
0.12725,0.052489999999999995,0.32232,0.07566,0.35714,0.13333,0.3938,0.26113000000000003,0.33432,0.20192000000000002,No
?,0.03872,?,0.23185999999999998,?,0.26666999999999996,?,0.23565999999999998,0.26349,?,No
0.15478,?,0.40118000000000004,?,0.5,0.4,0.38492,0.33914,0.36506,0.33782,No
0.25786,?,0.45528,0.33366999999999997,0.5,0.46667,0.31990999999999997,?,0.30517,0.31282,No
0.029639999999999996,0.18341,?,0.17889000000000002,0.64286,?,?,0.42186,0.47733000000000003,?,No
0.06376,0.0789,?,0.07067000000000001,?,0.06667000000000001,0.46395,0.24914,?,0.16154000000000002,No
?,0.16084,0.43527,0.29218,0.35714,0.4,0.42215,0.34583,0.38845,0.40641,No
0.23819,?,0.52936,0.31734,?,0.4,0.47381,0.37485999999999997,0.42993000000000003,0.39487,No
0.27034,?,0.51785,0.41949,0.57143,?,0.46031000000000005,?,?,?,No
0.27363000000000004,0.20317000000000002,0.50695,0.41883000000000004,0.5,0.4,0.44693999999999995,0.39541,0.42461000000000004,?,No
0.13922,0.28192,?,0.31576,0.42857,0.4,0.43955,0.38405,?,0.31346,No
0.11653,?,0.27266999999999997,0.20651999999999998,0.28570999999999996,?,0.36378,0.3042,0.33757,0.21731,No
0.22403,0.21475,?,0.32647,?,?,0.4717,?,0.43059,0.49231,Yes
0.16932,0.23571999999999999,0.4918,0.31811,?,0.6,0.4638,0.39429000000000003,0.43332,0.38974000000000003,No
0.28936,0.23019,0.6015699999999999,0.4146,?,0.46667,0.50249,?,0.4711,0.48141000000000006,No
?,0.15488,0.43822,0.2871,0.64286,?,0.42546999999999996,0.34201,?,0.39679000000000003,No
?,0.13785999999999998,0.45796000000000003,0.30723,?,0.4,0.47596000000000005,0.33794,?,?,No
0.03922,?,0.3944,0.25518,0.57143,?,?,0.36619,0.39826999999999996,?,No
0.17982,0.26855999999999997,0.34775,0.26618,0.42857,0.33333,0.40826,0.35029,?,?,No
0.33971999999999997,0.22125999999999998,0.58132,0.42245,0.71429,0.53333,0.5422899999999999,0.41178000000000003,0.48418999999999995,0.37692,No
0.21356,0.32646,0.47488,0.40684000000000003,0.5,0.46667,0.45221999999999996,?,0.44061999999999996,0.34936,No
0.07645,0.37845,0.43033000000000005,0.33936,0.57143,0.4,0.53651,0.40058,0.47591999999999995,0.45769,No
0.32795,0.12351,0.63081,0.33289,0.64286,?,0.55578,0.42518999999999996,0.49768,0.31923,No
0.13053,0.29614,?,0.3073,0.64286,?,0.44131000000000004,0.37825,0.41371,0.45192,No
0.23121999999999998,0.19809000000000002,0.6329600000000001,0.38659,0.64286,0.46667,0.60182,0.48436,0.54983,0.40962,No
?,0.21097,?,0.44643,0.71429,0.53333,0.46262,0.37922,0.4258,0.54167,No
0.26766999999999996,0.12420999999999999,?,0.29049,0.57143,0.4,0.42951000000000006,0.32634,0.38358000000000003,?,No
?,?,0.41386000000000006,0.41238,0.35714,0.4,0.34153,?,?,0.21603000000000003,No
0.11423,0.31805,?,0.29074,0.5,?,?,0.42895,0.47981,0.45513000000000003,No
?,?,?,0.37249,0.64286,0.4,0.50373,0.43196999999999997,0.47233,?,No
0.26963000000000004,0.22244,?,0.39819,0.71429,0.6,?,0.38477,0.4319,0.42949,No
0.20276,0.20909,0.53701,0.31687,?,0.33333,?,0.39748,0.4553,0.37949,No
0.18978,?,0.45193,?,?,?,0.50092,?,?,0.40321,No
0.11455,0.23626,0.29801,0.21322,0.35714,?,0.43771000000000004,?,0.40281999999999996,?,No
0.44335,0.18288,?,?,0.57143,0.4,0.48868999999999996,0.4359,0.4659,0.475,Yes
?,0.12120999999999998,?,0.27562,0.5,0.33333,0.38498000000000004,0.33264,?,0.2891,No
?,?,0.31473,?,?,0.46667,0.39721999999999996,0.30193000000000003,0.3548,0.50513,No
0.06939,?,0.40074,?,0.42857,0.4,?,0.38259,0.40243,?,No
0.13619,0.18281,0.35672,?,0.57143,?,?,?,0.38708000000000004,0.42051000000000005,No
0.23508,?,0.49078,?,0.57143,0.33333,0.43955,0.37589,0.41167,0.30191999999999997,No
0.12583,0.20019,?,?,0.64286,?,0.46033,0.36675,0.41886,0.53333,Yes
0.11455,0.24806999999999998,?,?,0.35714,0.2,0.40746,0.36880999999999997,0.39091,?,No
?,?,0.6068600000000001,?,?,0.6,0.49259,0.45456,0.47655,0.47243999999999997,Yes
0.24689,0.21005,0.6480600000000001,?,?,?,0.5524899999999999,0.43796999999999997,?,0.34551,No
0.27487,0.21009,0.5331199999999999,0.42348,0.78571,0.53333,0.4602,0.39089,0.4298,0.43077,No
0.21043,0.19913,0.44942,0.31648000000000004,0.42857,0.4,?,0.41106000000000004,0.44648999999999994,0.425,No
0.12516,0.30976,0.5552699999999999,0.3749,0.71429,0.46667,0.5767,0.46742,0.52837,0.46923000000000004,No
0.1366,?,?,0.26078,0.5,0.33333,0.42851000000000006,0.34565,0.39185,?,No
0.32797,?,0.44833999999999996,0.44454,0.5,0.46667,0.38138,0.28305,0.33753,?,No
?,0.3839,0.33857,0.27568000000000004,0.5,?,0.37362,0.38508000000000003,0.37984,0.45705,No
0.07299,0.16709000000000002,0.34094,0.13233,0.42857,0.26666999999999996,0.45097,0.29608,?,0.38013,No
0.08893,0.39303,?,0.35523000000000005,0.64286,?,?,0.44623,0.48091000000000006,0.46474,No
0.12997,0.14476,0.37811,0.16093,0.35714,0.33333,?,0.31877,0.4108,0.36603,No
?,0.29346,?,0.37106999999999996,0.5,0.46667,?,0.45131000000000004,?,0.35577,No
?,?,0.51215,0.3589,0.64286,0.4,0.5259,0.41708,0.47765,0.4,No
0.31056,0.16935999999999998,0.46574,0.38827,0.71429,0.53333,0.46651000000000004,?,0.41502,0.46603,No
0.30639,0.11152000000000001,0.56187,?,0.64286,0.4,0.5008699999999999,0.38401,0.44888,0.34423000000000004,No
0.22369,0.22738000000000003,0.6304,0.38774000000000003,0.78571,0.53333,0.6120399999999999,0.4753,0.55129,?,No
0.25601,?,?,0.36166,0.42857,?,0.50256,0.38323,0.44945,0.275,No
0.14723,0.30366,0.60422,0.37337,0.64286,?,?,0.44014,0.49545,0.41538,No
?,0.35141,0.5298,?,0.57143,0.46667,0.53255,0.50743,?,0.45962,Yes
0.25116,0.42383000000000004,0.56448,?,0.71429,0.73333,0.5372,0.5055,0.5241600000000001,0.79679,Yes
0.18337,0.12967,0.38179,0.25092,0.5,?,0.44043000000000004,0.35563,0.40292,?,No
0.15872,?,0.55985,0.2986,0.64286,0.33333,0.58507,?,0.5272100000000001,0.51859,No
0.28491,0.09792999999999999,0.53622,?,0.5,0.33333,0.49918,0.35200000000000004,0.43336,0.35191999999999996,No
0.39425,?,0.7318100000000001,0.41911000000000004,?,0.33333,?,0.43685,0.50147,0.34103,No
0.08209,?,0.27098,?,0.28570999999999996,0.2,0.31439,0.24368,?,?,No
0.12207,0.23056,?,?,0.57143,0.4,0.44538999999999995,?,0.41613999999999995,0.33782,No
0.21148000000000003,0.19227,0.5221899999999999,0.29885,0.64286,?,0.50242,?,?,0.37435999999999997,No
0.05209,0.15309,0.37004000000000004,0.17112,0.5,0.26666999999999996,0.43176000000000003,0.34196,?,0.44038,No
0.12734,0.25455,0.47726999999999997,0.40385,0.5,0.46667,?,0.39946,?,0.37821,No
0.14185,0.222,0.41663,?,0.57143,0.46667,0.45848999999999995,0.37468,0.42146999999999996,0.48141000000000006,No
0.19211,0.1801,0.42496999999999996,0.32168,0.71429,0.6,0.44956,?,0.39754,?,No
0.22529000000000002,0.18586,0.45981000000000005,0.37698000000000004,0.42857,0.46667,?,0.32686,0.37228,0.24359,No
0.16197,0.22776999999999997,0.5581,0.36266,0.71429,0.53333,?,?,0.46875,0.52115,No
?,0.06398,0.32439,0.25806999999999997,0.35714,0.4,0.34312,0.24703000000000003,0.30019,?,No
0.21120999999999998,0.14073,0.42967,0.30433000000000004,0.35714,?,0.38794,?,0.36193000000000003,0.28974,No
0.0685,0.33907,?,0.3432,0.5,?,0.40336,0.39915,0.40251,0.43526000000000004,No
0.16268,0.18300999999999998,0.41812,0.27053,0.57143,0.4,0.40107,?,0.37351,0.45641000000000004,No
?,?,0.61061,?,0.64286,0.53333,0.47997,?,0.46935,?,Yes
?,0.17864000000000002,0.6362399999999999,?,0.64286,0.33333,0.5504899999999999,0.42357,?,0.40513000000000005,No
?,0.23634000000000002,?,0.37204,0.64286,0.53333,0.48025,0.37546999999999997,0.43372,0.58526,No
0.03991,?,0.37098000000000003,0.13658,0.42857,0.2,0.39466999999999997,0.33419,0.36813,0.34359,No
0.37781,0.18182,0.54002,0.35151,0.5,?,0.44852,0.40154,0.42828,0.35962,Yes
0.21499000000000001,0.2993,?,0.44018999999999997,0.71429,?,0.48968,0.42645,?,?,No
0.2055,0.16953,0.43058,?,0.42857,0.33333,0.41208,0.33869,0.37969,0.29359,No
?,?,0.52457,?,?,?,0.45987,0.34964,0.4108,?,No
0.16338,0.24474,0.47236999999999996,0.36496999999999996,0.71429,0.46667,0.46331000000000006,0.41868999999999995,0.44418,0.51026,No
0.21738000000000002,0.19564,0.66637,0.38585,?,?,0.52172,?,0.47484,0.35256,No
?,0.1465,0.63793,?,?,0.53333,?,0.45287,0.5223,?,No
0.17904,?,0.40465,?,?,0.33333,0.52598,0.32742,0.43678999999999996,0.34038,No
?,0.28813,0.48896999999999996,0.3183,0.57143,0.4,0.43948000000000004,0.3872,?,0.42563999999999996,No
0.18774000000000002,?,0.49003,0.31144,0.5,0.33333,0.54897,0.41158999999999996,?,?,No
0.14222,0.16760999999999998,0.49155,0.23154,0.64286,?,0.51354,0.37243000000000004,0.45053000000000004,0.32692,No
0.17853,0.22093000000000002,0.42193,0.27099,0.64286,0.53333,0.41647,0.33465,0.38025,0.45513000000000003,Yes
0.19585,0.16432,0.46166999999999997,0.29757,0.64286,?,0.49767,?,0.44988999999999996,0.4359,Yes
0.0874,0.17124,0.45557,0.25991,0.57143,0.53333,0.46057,0.44347,0.45398999999999995,?,No
?,0.12596,0.4506,0.3692,0.5,0.4,0.43158,0.38391,?,0.37051,No
?,?,?,0.25401999999999997,?,0.4,0.49017,?,0.4369,0.53141,No
0.25926,0.15488,0.51347,0.42245,?,0.6,0.41458999999999996,?,?,0.37821,No
0.34525,0.07768,0.61023,?,?,0.4,0.54668,?,?,0.33974,No
?,0.1178,0.41183000000000003,0.21241,0.42857,?,?,?,0.39771,0.21795,No
0.26347,?,0.47188,0.35603,?,0.4,0.43535,0.35076,?,?,No
0.24921,?,0.38427,0.24823,0.35714,0.33333,?,0.34437,0.38159,?,No
0.22457,?,0.4562,0.31956,0.5,0.4,0.43508,0.34609,0.39564,0.35833000000000004,No
0.03487,?,0.32168,?,0.5,0.4,?,0.31298000000000004,0.33976999999999996,0.5141,No
0.26539,0.15325999999999998,0.48877,0.29816,0.5,?,0.45337,0.36746,0.41538,0.25897,No
0.26363000000000003,?,0.5411100000000001,0.39013000000000003,?,0.73333,0.49071000000000004,0.39743,0.44946,0.5282100000000001,No
0.11264,0.16727,?,0.21408000000000002,0.42857,?,0.43326000000000003,?,0.38315,0.27756,No
0.22461,0.20214000000000001,0.39591,0.30944,0.5,0.33333,0.44265,0.38928,0.41948,0.53333,No
0.15903,0.39358000000000004,?,0.41828000000000004,?,0.46667,?,0.41113,0.44566000000000006,0.51218,No
0.19744,?,0.4163,0.26842,?,0.46667,0.44335,?,0.40166999999999997,?,No
0.26454,0.17952,0.51515,0.36804000000000003,?,0.4,0.48916000000000004,0.43277,0.46473000000000003,?,No
0.12741,0.28529,0.50141,0.29973,0.71429,0.46667,?,0.42953,0.48098,0.4891,No
0.07247999999999999,0.18499000000000002,0.33726999999999996,0.1885,0.5,?,0.44537,0.33905,0.39805,0.36667,No
0.2969,0.12692,0.44288,?,0.5,?,0.49001999999999996,?,0.41996000000000006,0.38077,No
0.31308,?,0.54057,0.38483,0.64286,?,0.48411000000000004,0.36907,?,0.38397,No
?,0.0589,?,?,?,0.33333,0.35799000000000003,0.2865,0.32633,0.24038,No
0.27804,0.18527000000000002,0.58163,0.39955999999999997,?,?,0.44298000000000004,0.35170999999999997,0.40252,0.29103,No
0.25756999999999997,0.14024,?,0.27439,?,0.33333,0.47262,0.34633,0.41626,0.28974,No
0.17240999999999998,0.2667,0.46787,0.28870999999999997,0.64286,0.4,0.47644,0.37451,0.4312,?,No
?,0.11615999999999999,0.44254,0.20845999999999998,?,?,0.44451999999999997,0.40488,?,0.29872,No
0.18229,?,0.43493000000000004,0.36812,0.5,0.46667,?,0.39839,?,0.38782,No
?,0.18623,0.51639,0.38811999999999997,0.5,0.4,?,0.37326,0.40869,0.36795,No
0.25187,?,0.54002,0.35151,0.57143,?,0.51065,0.4192,0.47029,0.37756,No
0.056170000000000005,0.3591,?,0.28471,0.5,0.4,?,0.3812,0.40236,?,No
?,?,?,0.3908,0.57143,0.4,?,0.43877,?,0.42821000000000004,No
0.2391,0.23671,0.44173,0.39261,0.42857,0.4,0.43371000000000004,0.40925,0.4237,?,No
0.43604,0.08993,0.65493,0.49838999999999994,0.57143,?,?,?,?,0.33654,No
0.14325,0.3223,0.47336000000000006,0.33671999999999996,?,?,0.51437,?,0.47931,0.45321000000000006,No
?,0.22545,0.39347,0.33204,0.42857,?,0.35223000000000004,0.31240999999999997,0.335,0.45513000000000003,No
?,0.18324000000000001,0.34798,0.28758,0.57143,0.53333,0.36651,0.27346,0.32503000000000004,0.40256,No
0.19877999999999998,?,0.4624,0.30825,0.5,0.33333,?,0.36589,0.41581,0.28333,No
?,0.36364,0.41983000000000004,0.31226,0.42857,0.33333,?,0.35699000000000003,0.37706999999999996,?,No
0.30721,0.0864,0.50498,?,0.57143,?,0.48723,?,0.41991000000000006,?,No
0.10057,0.27381,0.35619,0.26363000000000003,0.57143,0.46667,?,?,?,?,No
0.19278,0.18243,0.3801,0.31779,0.5,0.46667,?,?,0.40536,0.36218,No
0.18133,0.0612,0.4715,0.32218,0.5,0.53333,0.44815,0.31035999999999997,0.38648000000000005,0.30833,No
?,0.2943,0.50575,0.37027,0.5,0.46667,0.54748,0.43128999999999995,?,0.46603,No
0.12516,0.25814000000000004,0.39216999999999996,?,0.28570999999999996,?,0.4925,0.42723999999999995,0.46403,0.22115,No
0.08226,0.27144,0.32847,0.23523000000000002,0.57143,0.4,?,0.33015,0.36213,0.35577,No
0.37483,0.2899,0.58572,0.5015,0.57143,0.53333,0.46353999999999995,0.37399,?,0.46986999999999995,No
0.17502,?,0.37348000000000003,?,0.64286,0.53333,0.49511000000000005,0.36218,0.43578,0.54423,No
?,0.15919,?,0.21996999999999997,0.64286,0.46667,?,?,?,0.38333,No
0.06552999999999999,0.10425999999999999,?,?,0.35714,?,0.32273,0.26991,?,0.21538000000000002,No
0.2075,0.14673,?,0.21585,0.28570999999999996,0.2,?,0.35725,0.38278,?,No
0.26891,?,0.36667,?,0.57143,0.4,0.41022,0.36684,0.39152,?,No
0.22353,?,0.44716000000000006,0.27184,0.5,0.33333,0.38947,0.32523,0.36119,0.27051,No
0.1867,0.04621,0.30216,?,0.71429,0.4,0.43736,?,?,0.30641,No
0.18891,0.25108,0.5545,0.38814,?,0.73333,0.50408,?,?,0.46923000000000004,No
?,0.24241999999999997,0.61242,0.41606000000000004,0.71429,?,0.5112899999999999,0.47318999999999994,0.49527,?,No
0.24577,0.18248,0.58109,?,?,0.4,0.5524899999999999,0.42882,0.49754,0.40769,No
0.27935,0.23526,0.62022,?,0.71429,0.66667,0.60029,0.47766000000000003,0.54594,0.52179,No
0.20257,0.25068,0.49366000000000004,0.35463,0.5,?,?,0.42607,?,0.36923,No
?,0.1807,0.44974,?,0.5,?,0.47439,0.34652,?,?,No
0.19271,0.16182,0.44417,0.31886,0.5,0.4,?,?,0.42043,0.34551,No
?,0.13731,0.38306,0.26715,?,0.33333,0.46884,0.35772,0.41939,0.33141,No
0.09815,0.38174,0.42525,0.36812,0.42857,0.4,?,0.41733000000000003,?,0.33141,No
0.18250999999999998,0.21856,0.42682,0.35917,?,?,0.42958,0.38108000000000003,?,?,No
0.18391,0.1612,0.5319699999999999,0.28870999999999997,?,0.4,0.5259199999999999,0.39027,0.46543,?,No
0.34786999999999996,0.18449000000000002,?,0.46041000000000004,0.64286,?,0.60555,0.48377,?,0.42115,No
?,0.27879,?,0.31182,?,0.4,?,0.34831,?,0.35833000000000004,No
0.26988,0.31944,0.51,0.47176999999999997,0.57143,0.53333,0.48406000000000005,?,0.44728999999999997,0.42756000000000005,No
0.37289,?,0.46562,0.41572,?,0.26666999999999996,0.42886,?,0.38789,0.20385,No
?,?,?,0.26621,0.42857,0.4,0.38319000000000003,0.32791,0.35899000000000003,0.41667,No
?,0.13743,?,0.17681,0.42857,?,?,0.43173999999999996,?,?,No
0.10397999999999999,?,?,0.4526,0.5,0.4,0.5972,0.527,?,?,No
?,0.33077,0.54828,?,0.64286,0.33333,0.5516800000000001,?,0.51118,0.35064,No
?,0.23512,?,0.22199000000000002,0.35714,0.33333,0.32714,0.32037,0.32492,0.37115,No
0.48012,0.34276999999999996,0.65452,?,0.64286,?,0.47961000000000004,0.43068999999999996,0.45857,?,No
0.17259000000000002,0.18497,0.4493,?,0.71429,0.6,0.48258999999999996,0.37782,0.43608,?,No
0.11567000000000001,0.14314000000000002,0.25628,?,0.35714,?,0.27819,?,0.22695,?,No
?,0.30334,?,0.33361,0.42857,?,0.47794,0.45132,0.46706000000000003,0.34679,No
0.22730999999999998,?,?,0.313,?,0.33333,?,0.35784,?,0.26282,No
0.0,0.0,?,0.19368,?,0.06667000000000001,?,0.41476999999999997,0.44056000000000006,0.18269000000000002,No
0.61442,?,?,0.70892,?,0.46667,0.67985,0.61917,0.6539699999999999,0.31667,Yes
0.21456,0.20651,0.46618000000000004,0.34665999999999997,0.5,0.46667,0.47815,0.37555,?,0.3609,No
?,0.05736,?,0.38877,0.71429,0.73333,0.53701,0.36991999999999997,0.46221,0.37179,No
0.25313,0.18795,?,0.28735,0.35714,?,0.39073,0.33079000000000003,0.36441999999999997,0.25705,No
?,?,0.2835,0.09955,0.28570999999999996,0.2,?,0.28763,0.33908,0.26731,No
0.22316,?,0.44173,?,?,0.33333,0.5011899999999999,0.42344,0.46705,0.35833000000000004,No
0.13793,0.21336,0.34297,?,0.42857,0.46667,0.48766000000000004,0.37678,0.43837,0.42628,No
0.15275,0.23531999999999997,0.38248000000000004,0.33568000000000003,0.57143,0.53333,0.401,0.32916999999999996,0.36929,0.41153999999999996,No
?,0.3743,0.48571000000000003,0.34109,0.57143,0.53333,0.49595,0.4235,0.46421,?,No
?,0.1578,0.3616,0.27849,0.57143,0.33333,?,0.30596999999999996,0.36518,0.29872,No
0.15718,0.25285,0.483,?,0.5,?,0.47635,0.39766,0.44172,0.37051,No
?,0.27008000000000004,?,0.41208999999999996,0.5,0.46667,0.48455,?,0.45728,?,No
?,?,0.59296,0.31856,?,0.46667,0.5161899999999999,0.45274,0.48861000000000004,0.40385,No
0.14424,0.25499,0.3862,0.23586,0.35714,0.2,0.40051,?,?,0.29359,No
0.08046,0.19913,0.56898,?,0.28570999999999996,0.13333,0.4738,0.42711000000000005,0.45376000000000005,0.16025999999999999,No
?,0.09415,?,0.3402,0.78571,?,0.55153,0.43299,0.49891,0.38077,No
0.12108,0.12259,?,0.24871,0.5,?,0.43367,0.40748,0.42286999999999997,0.31731,No
0.09938999999999999,0.23369,0.45143,?,0.42857,0.33333,0.42508999999999997,0.37639,0.40399999999999997,0.33974,No
0.20722,0.1578,?,0.35684,0.5,0.4,?,0.35414,0.38213,?,No
?,0.2058,0.6279899999999999,0.34558,0.71429,?,0.5917100000000001,0.48901000000000006,0.54643,0.47051000000000004,No
0.16643,0.0985,0.38711999999999996,0.23611999999999997,0.35714,?,?,0.32582,0.36296999999999996,0.30321,No
?,0.20859,0.41788000000000003,0.29385,?,0.33333,0.40508,0.34109,0.37696,0.35896999999999996,No
0.15825999999999998,0.09792000000000001,0.40060999999999997,0.20961999999999997,0.57143,?,?,0.36067,0.38614,0.34038,No
0.23714000000000002,?,0.35789,0.29346,?,0.4,0.38304,?,0.36646999999999996,0.375,No
0.23395,0.19301,0.57538,0.38454,0.5,0.33333,0.5110600000000001,?,0.46648999999999996,0.34679,No
?,0.15385,0.3863,?,0.57143,0.33333,?,0.36232,0.4125,0.33846,No
0.11653,?,0.5606300000000001,0.33965,0.5,0.33333,0.48152,0.41813999999999996,0.45388,0.29744,No
0.19232,?,0.43359,0.19476,0.42857,?,?,0.31683,0.40191,?,No
0.14693,0.060610000000000004,0.30832,?,?,0.2,0.36218,0.21051,0.29395,0.23141,No
?,0.12917,0.46096000000000004,0.33751,0.5,0.4,?,0.4263,?,0.36538000000000004,No
0.06602999999999999,?,0.32525,0.24188,?,?,0.34471,0.32014000000000004,0.33442,0.31282,No
?,0.10862000000000001,0.35703,?,?,0.4,?,0.35823,?,0.22949,No
?,0.20027,?,0.23600000000000002,?,0.4,0.39509,?,?,?,No
0.20636999999999997,?,0.68593,?,0.57143,0.4,0.58009,0.5050100000000001,0.54738,?,No
0.24466,?,0.44088,0.29361,0.5,?,0.46336000000000005,0.36336999999999997,?,0.37564000000000003,No
0.31666,0.23265999999999998,?,0.40873000000000004,0.78571,?,?,0.33759,0.38518,0.34231,No
0.19284,?,?,0.28478000000000003,?,0.4,0.42549,0.3656,0.3993,0.30962,No
0.254,?,0.42095,0.32411,0.57143,0.4,?,?,?,0.29679,No
0.12752,0.31561,?,?,0.57143,0.46667,0.43542,?,?,?,No
0.15019000000000002,0.19913,?,0.23253000000000001,?,0.26666999999999996,?,?,0.34712,0.33526,No
0.33239,0.34276999999999996,0.59082,?,?,?,0.5682,?,0.5264800000000001,0.54423,No
0.03313,0.30749,0.32,?,0.5,?,0.31655,0.32058000000000003,0.31923,0.44103000000000003,No
0.40164,0.25708000000000003,0.59082,0.44559,0.5,?,0.5482600000000001,0.48288000000000003,0.51989,0.41538,Yes
0.23761,0.08167999999999999,0.34,0.20407,0.28570999999999996,0.26666999999999996,0.39753,0.32111999999999996,?,0.24615,No
0.23739000000000002,0.03456,0.38456,?,0.35714,0.2,0.43415,?,0.36722,0.21731,No
0.09775,0.26784,0.44718,?,0.57143,?,0.46688999999999997,0.35326,0.41628999999999994,0.33654,Yes
0.1089,0.24313,0.40555,?,0.64286,0.46667,0.47923000000000004,?,0.44306,0.63846,Yes
0.08945,0.0738,0.21829,0.04654,0.35714,0.2,0.44528,0.25573,0.35999000000000003,0.26474000000000003,No
0.12935,0.18008,?,0.26624000000000003,0.5,0.33333,0.36845,0.30002,0.33821,0.38526,No
0.04458,0.37515,?,0.32777,?,0.46667,?,0.37394,0.39828,?,No
0.30172,0.14935,?,0.38800999999999997,0.78571,0.4,?,0.40378000000000003,0.43306999999999995,0.45641000000000004,No
?,0.15089,0.45566999999999996,0.31849,0.5,0.4,0.42536999999999997,0.33784000000000003,0.38656999999999997,0.28141,No
?,0.18182,0.57344,0.35875999999999997,?,0.4,0.47662,0.36474,0.42683999999999994,0.38718,No
?,0.28512,0.49278,0.33357,0.57143,?,?,?,0.46279,0.59551,No
0.22264,0.13775,0.39657,0.29041,0.5,?,?,0.34078,0.36601,0.39103000000000004,No
0.15164,?,0.41098999999999997,0.31648000000000004,0.42857,0.33333,0.36848000000000003,0.32985,0.35184,0.28205,No
0.13616,0.21445,0.38964,0.31648000000000004,0.5,0.33333,0.42051000000000005,0.37921,?,0.37885,No
0.0528,0.39205,0.4675,0.36206,0.5,?,0.47946000000000005,0.42441999999999996,0.45561999999999997,0.38974000000000003,No
?,0.30524,?,0.35197,?,0.33333,0.5153,0.4442,?,0.41281999999999996,No
0.09011,0.25648000000000004,0.39400999999999997,0.28485,0.71429,0.46667,0.4363,?,?,0.5198699999999999,No
0.26779000000000003,0.20515,0.51431,?,0.64286,?,0.4916,0.3976,0.45002,0.45256,No
0.26206999999999997,?,?,?,0.64286,0.46667,?,0.4031,?,0.45256,No
0.24516999999999997,0.19679000000000002,0.49713999999999997,0.35881,0.71429,0.4,0.47203999999999996,0.36964,0.42658,0.44167,Yes
0.38779,?,0.60356,?,0.57143,?,0.61133,0.56896,0.59363,?,Yes
0.32606999999999997,0.18341,0.48571000000000003,?,0.5,?,?,0.4266,?,0.36025999999999997,No
0.21466999999999997,0.23137,?,?,0.64286,0.4,0.48836,0.39405999999999997,0.44663,0.37821,No
0.23942,0.10157999999999999,0.43616000000000005,0.28067,?,0.4,0.39673,0.32222,0.36379,?,No
0.19976,0.20600000000000002,0.45413000000000003,0.32606,0.42857,0.33333,?,0.37373,0.42546999999999996,0.37051,No
0.21431999999999998,0.20970999999999998,?,?,0.57143,?,0.5032800000000001,0.40865,?,0.49743999999999994,No
0.09938999999999999,?,0.24570999999999998,0.07628,?,0.0,0.21555,?,?,0.08974,No
0.28558,0.08835,0.54318,0.42603,0.42857,0.33333,?,0.38101999999999997,0.41581,0.28846,No
?,0.18341,?,0.43759,?,0.4,0.5594399999999999,?,0.50681,0.29423,No
0.2054,0.1634,0.48656000000000005,?,?,0.4,0.48805,0.34617,?,0.45,No
0.21120999999999998,?,?,?,0.64286,0.46667,0.41698,0.34967,0.38738,0.34167,No
?,0.26273,0.57421,?,0.42857,0.33333,0.51473,0.42294,?,0.29038,No
0.19224000000000002,?,0.46128,?,?,0.46667,0.39946,0.37711999999999996,0.39033,0.4,No
0.19707,?,0.42655,0.36982,0.5,?,0.4463,0.39005,0.42182,0.37885,No
?,?,?,0.27625,0.42857,0.26666999999999996,?,0.30121,0.37309000000000003,0.22371999999999997,No
?,0.26550999999999997,0.45796000000000003,0.34221,0.42857,0.33333,0.46724,?,0.43277,0.41026,No
0.29502,0.06638,0.58748,?,0.42857,?,0.41931,0.39103000000000004,0.40752,0.27371999999999996,No
?,?,0.21857,0.1909,0.14286,0.2,0.32957,0.25668,?,0.16282,No
0.07712000000000001,0.27763000000000004,?,0.24226,?,0.33333,?,0.29967,0.30017,0.50962,No
?,0.23104,0.49537,0.31863,0.42857,?,0.5187,0.41172,0.47126999999999997,0.30191999999999997,No
?,?,0.29064,?,0.57143,?,0.35147,?,0.297,?,No
0.25374,0.17127,?,0.37621,?,0.46667,0.49455,0.38839,?,?,No
?,?,0.48451000000000005,0.41231,0.57143,0.53333,0.46335,0.37143000000000004,0.42265,?,No
0.17374,0.215,0.48422,0.27849,0.57143,0.46667,0.46033,?,0.43168,?,No
0.18677,0.21666999999999997,?,?,?,0.46667,?,0.38387,0.40745,0.45,No
0.1894,?,0.4668,0.28551,0.57143,0.33333,0.47638,0.38861,0.43761000000000005,0.34103,No
0.12516,0.04646,0.38641,0.1242,0.42857,?,0.4402,0.22234,0.34198,0.22821,No
