COMP_K,COMP_R,COMP_RHKMFWY,COMP_RHKM,MAXSW20_COMP_RHKMFWY,MAXSW20_COMP_RHKM,AVG_DNA_IDX,AVG_RNA_IDX,AVG_DRNA_IDX,MAXSW15_AVG_RNA_IDX,Class
0.14909,0.30749,0.45143,0.39226,0.35714,0.4,0.47686000000000006,0.45398,?,?,No
?,0.26934,0.5114,0.3389,?,0.33333,0.50748,0.44378,0.47977,0.46026000000000006,No
?,0.14165,0.52091,0.33338,0.5,0.4,0.4795,0.369,0.43036,?,No
?,0.16855,0.46413000000000004,?,?,0.46667,?,0.36271,?,0.40192,No
0.13215,?,0.3978,0.33359,?,0.53333,?,0.35741999999999996,?,0.7006399999999999,No
0.23146,0.17185999999999998,0.40321,0.29695,0.5,0.4,0.36874,0.29604,0.33655999999999997,?,No
0.32947,?,0.47726999999999997,?,0.57143,0.4,0.47515,0.33553,0.41272,0.40513000000000005,No
?,0.12189000000000001,?,?,0.42857,0.26666999999999996,0.40071999999999997,0.34278000000000003,0.37535,0.36474,No
0.17989000000000002,?,0.31064,0.15825999999999998,0.42857,?,?,?,0.35358,0.29679,No
0.22336999999999999,0.13375,0.55904,0.26176,0.64286,0.46667,0.5111899999999999,0.37035,0.4483,0.35833000000000004,No
0.12017,?,0.32493,0.20543000000000003,0.57143,0.46667,0.38609,?,0.34295,0.34551,No
0.18009,0.10487,?,0.15739,0.42857,0.33333,0.33976999999999996,?,0.31248000000000004,?,No
0.2006,0.17185999999999998,0.4245,0.25078,?,0.26666999999999996,0.54262,0.36618,0.46356,?,No
?,0.15563,0.5018100000000001,0.30084,0.57143,0.4,0.43365,?,0.38438,0.44551,No
0.24641,0.13068,0.55857,0.38839,0.57143,0.46667,0.47126999999999997,0.38027,0.431,0.39744,No
0.14644000000000001,0.22303,?,0.31519,0.57143,0.4,0.46768999999999994,0.4108,0.44298000000000004,?,No
0.22688000000000003,0.10344,0.38068,?,0.42857,0.26666999999999996,0.35375999999999996,?,?,0.24166999999999997,No
?,?,0.36521,0.19424,?,0.4,0.46758999999999995,0.31216,?,0.30128,No
0.15461,?,?,0.52237,?,0.53333,?,0.50878,?,0.5083300000000001,No
0.28868,0.04203,0.5823699999999999,0.53732,0.64286,0.66667,?,0.39414,?,0.24359,No
?,?,0.38447,0.24802,0.5,0.4,0.4395,0.33999,0.39526999999999995,0.35385,No
0.10998,0.33405,0.3926,?,?,0.33333,0.35693,0.33124000000000003,0.34615999999999997,0.36859000000000003,No
0.17014,0.15245999999999998,0.54238,0.29623,0.57143,0.4,0.4898,?,0.43301000000000006,0.40833,No
?,0.17773,0.51486,0.30676,0.57143,0.4,0.5281600000000001,0.39942,0.47083,0.41153999999999996,No
0.16552,0.25603000000000004,0.39769,0.26807,0.5,?,0.4732,0.42738000000000004,?,?,No
0.07357000000000001,?,0.44426000000000004,?,0.42857,0.33333,0.47336999999999996,0.38321,?,0.40064,No
0.04933,0.31542,0.2659,0.23510999999999999,0.35714,0.26666999999999996,0.30655,?,0.31475,0.3859,No
?,0.15941,0.47461000000000003,0.31303000000000003,0.71429,?,0.46543,0.36446,?,0.30449,No
0.30376,0.17228,0.49663,?,0.57143,?,0.41735,0.37034,0.39701,0.32756,No
?,0.32905999999999996,0.39971999999999996,0.26739,0.42857,0.33333,0.44973,0.37208,0.4155,0.42821000000000004,No
0.26206999999999997,0.20481999999999997,0.4643,?,0.42857,?,0.37914000000000003,0.3553,0.36927,0.28462,No
0.04251,0.28931,0.32809,?,0.42857,?,0.5001899999999999,0.34962,0.43282,0.27564,Yes
?,0.18327000000000002,0.46016999999999997,0.23979,0.64286,0.46667,0.5120600000000001,0.38559,0.45571999999999996,?,No
0.07622999999999999,0.3249,0.49301999999999996,?,0.85714,?,0.48368999999999995,?,0.45341000000000004,?,No
0.15529,0.23792,0.38750999999999997,?,0.42857,0.4,?,0.31723,0.35327,0.34295,No
0.20403,0.20515,0.46592,0.3473,0.57143,0.46667,?,0.39753,0.4438,0.39487,No
0.2344,?,0.48235,?,0.57143,0.4,0.36818,0.36234,?,0.24550999999999998,No
0.13581,?,0.47056000000000003,0.23834,0.57143,0.4,?,0.37235999999999997,0.4405,0.37564000000000003,No
0.18914,0.18725,0.47701000000000005,0.28601,0.42857,0.33333,?,0.34415999999999997,0.40981999999999996,0.27564,No
?,0.30041999999999996,0.47901000000000005,0.29805,0.64286,0.4,0.53913,0.44511000000000006,0.49767,0.48462,No
?,?,?,?,0.5,?,0.48968,0.34965,0.42708999999999997,0.2859,No
0.11699000000000001,0.24129,?,0.26263000000000003,?,0.46667,0.47968,0.39758000000000004,0.4435,?,No
0.28044,0.19087,?,0.41008,0.64286,?,?,?,0.44611999999999996,0.43077,No
0.06258,?,0.44254,0.44251999999999997,?,0.4,0.46958,?,0.44483,0.36923,Yes
0.10870999999999999,0.29243,0.38219000000000003,0.30588000000000004,0.42857,0.4,?,0.3551,0.37061,0.39423,Yes
0.13193,?,?,0.3451,0.64286,?,?,0.37917,0.40539000000000003,0.56603,No
?,0.18182,0.47726999999999997,?,0.5,?,0.41991999999999996,0.36704000000000003,0.39691,?,No
0.16195,?,0.5434399999999999,0.37985,0.57143,?,0.5025,0.43545,?,?,No
0.1096,?,0.33764,0.26919,?,?,0.39142,0.33768000000000004,?,?,No
0.0822,0.5199,0.46366,0.44682,0.42857,?,?,0.44925,0.46263999999999994,?,No
?,?,0.32582,0.25355,0.57143,?,0.3619,0.31577,0.34181999999999996,?,No
0.20469,0.19117,0.6196,0.36671,?,?,0.56757,0.43278,0.50758,0.49038000000000004,No
0.20122,0.31492,?,0.40128,0.64286,0.53333,0.53945,0.46063999999999994,?,0.52564,No
0.14237,0.19472,?,0.2807,0.71429,0.4,0.43771000000000004,?,0.40198,0.3641,No
?,0.59037,0.69829,0.61159,?,0.46667,0.67501,0.70509,0.69053,0.44487,Yes
?,0.20976999999999998,?,0.3448,0.57143,0.4,0.51341,0.39245,0.45958999999999994,0.42756000000000005,No
0.19647,0.12155999999999999,0.47216,0.28031,0.42857,0.33333,0.48275,0.41698999999999997,0.45403000000000004,0.31731,No
0.22910999999999998,0.23289,?,0.38664,0.5,0.46667,0.41947,?,0.41052,?,No
?,0.25499,0.44306999999999996,0.23586,0.35714,0.26666999999999996,0.59646,0.43022,0.5222,?,No
0.28615,?,0.39171,0.28434,0.57143,?,0.39674,0.34167,0.37267,0.45192,No
0.13252,0.16399,?,0.29933000000000004,0.35714,?,0.48301000000000005,0.36773,0.4317,?,No
0.28966,0.17922000000000002,0.50237,0.36093000000000003,0.42857,0.26666999999999996,?,?,0.44172,0.2109,No
?,0.10578,?,0.36451999999999996,0.57143,?,0.44588,0.32999,0.3942,0.29551,No
0.20485,?,0.51215,0.32487,0.78571,0.46667,?,0.4002,0.45721999999999996,?,No
?,0.29594000000000004,0.51979,0.39426,0.71429,0.6,0.48113,?,?,0.45321000000000006,No
?,0.1345,0.33233,0.28976,0.42857,0.33333,0.31023,0.29698,0.30501,0.31923,No
0.16688,0.1979,?,?,?,0.46667,0.5213399999999999,0.37622,0.45652,0.39038,Yes
0.32703000000000004,0.23606999999999997,0.55152,0.43213,0.57143,?,0.5793,?,0.51769,?,Yes
0.17479,0.32445,0.32493,0.31984,0.42857,0.4,0.39551,0.34876,0.37524,0.36538000000000004,Yes
0.27804,0.18527000000000002,0.47834,?,0.5,?,?,?,0.44342,0.38461999999999996,No
0.14312,?,0.48433999999999994,0.34394,?,0.46667,0.42825,0.37786,0.4064,0.39679000000000003,No
0.10148,0.2386,0.42095,0.27678,0.42857,0.33333,?,0.42491,0.46593999999999997,0.3,No
0.18824000000000002,0.18857000000000002,0.5089,0.29302,0.64286,?,0.4783,?,?,0.41346000000000005,No
0.26679,0.11005,?,0.37106999999999996,0.35714,0.26666999999999996,0.3777,?,?,?,No
?,?,0.42299,?,0.42857,0.4,0.48201000000000005,0.34674,0.42158,0.33333,No
0.18905,?,?,0.36068,?,0.26666999999999996,0.48022,0.40819,0.44863000000000003,0.29679,No
0.29275999999999996,0.18632,0.47417,?,?,0.46667,?,0.35431999999999997,0.39436,0.36025999999999997,No
0.2213,0.14803,0.45992,0.28998,0.5,0.4,0.50298,0.37742,?,?,No
?,0.24419000000000002,0.38786,0.32429,0.42857,0.26666999999999996,0.38145999999999997,0.35516,0.37046999999999997,0.29423,No
0.45056999999999997,0.34848,0.71886,0.72807,0.64286,0.66667,0.57012,0.59634,0.5836,0.48973999999999995,Yes
0.32184,?,?,?,0.42857,?,0.44716000000000006,?,?,0.40962,Yes
0.15168,0.27603,0.44763000000000003,0.35306,0.57143,0.46667,0.45398,0.40631999999999996,0.43343999999999994,0.49936,No
0.33697,0.17870999999999998,0.6335,?,?,0.46667,0.5222399999999999,0.42788999999999994,0.48058,0.45577,No
0.33697,0.17870999999999998,0.64015,0.40291,?,?,0.5241399999999999,0.4314,0.48322,0.45577,No
0.13266,?,0.36529,0.19917,0.35714,?,?,0.32422,0.3871,?,No
0.1152,0.1188,0.35325,0.17175,0.35714,0.2,?,0.3496,0.41936,?,No
0.27286,0.1039,0.5979399999999999,0.38291,0.57143,?,0.49609,0.35789,0.43436,0.27885,No
0.15537,?,0.35599000000000003,0.16532,0.5,?,0.48575,0.3316,0.41672,?,No
0.44801,?,0.63584,0.39676999999999996,?,0.53333,0.4968,0.36713,0.43896,0.39487,No
?,0.35659,0.71012,0.58077,0.9285700000000001,?,?,0.5824699999999999,0.61352,0.52051,Yes
0.15361,0.54403,0.6812199999999999,0.54568,?,0.8,?,?,0.63726,0.74487,No
0.36307,0.03456,?,0.30363,0.21429,0.26666999999999996,?,0.17437,0.1635,0.19551,Yes
?,0.09461,0.47253,0.45374,0.42857,0.46667,0.32247,0.33657,?,0.31282,No
0.187,?,0.55713,0.40218000000000004,0.85714,0.66667,0.50076,0.43144,0.47046000000000004,0.55192,No
0.28828000000000004,?,0.41113,?,0.5,0.4,0.39385,0.36032,?,0.31731,No
0.23041,0.17107,?,0.32974000000000003,0.42857,?,0.39334,?,0.37661999999999995,0.31474,No
0.2086,0.21684,0.53608,0.3645,0.64286,0.46667,?,?,?,0.40769,No
0.19733,0.25945999999999997,0.46443999999999996,0.35197,?,0.46667,0.48048,0.40487,0.44726000000000005,0.36538000000000004,No
0.12359,0.25808000000000003,?,0.28004,?,0.4,0.4567,0.34700000000000003,0.40786,0.50321,No
0.28828000000000004,?,0.40560999999999997,0.22709000000000001,?,?,0.36180999999999996,?,0.31287,0.30191999999999997,No
0.26994,?,0.46847,?,0.5,0.4,?,0.37443000000000004,0.40359,0.32821,No
0.21885,0.26286,0.52013,0.38019000000000003,0.57143,0.46667,0.47472,?,0.44623999999999997,0.38974000000000003,No
0.1867,?,0.5147,0.26277,0.64286,0.4,?,0.35738000000000003,0.44816999999999996,?,No
0.09963999999999999,0.20549,0.37258,?,0.57143,0.26666999999999996,0.39145,?,0.36930999999999997,?,No
0.11479,?,0.36241999999999996,?,0.64286,?,0.41033000000000003,0.31853000000000004,?,0.45192,No
0.25242,?,0.5177,0.41697,?,0.53333,0.47068000000000004,0.41368,0.44593,?,No
0.25064000000000003,0.31016,?,0.39954,0.64286,0.53333,?,0.42962,0.48663,?,Yes
?,0.21666999999999997,0.62765,0.4253,0.57143,?,?,0.41096000000000005,0.4722,?,No
0.20851,0.25803000000000004,?,?,0.57143,0.46667,?,0.38988,0.43951,0.40897,No
?,0.32525,0.41231999999999996,0.31144,0.42857,0.4,?,0.36396,0.36896999999999996,0.35064,No
0.15597,?,0.47675,0.21925999999999998,0.42857,0.26666999999999996,0.55416,?,0.49328,?,No
?,0.39537,0.42001000000000005,0.30446,0.42857,0.33333,?,0.41348,0.43437,0.42244,No
?,0.23231999999999997,?,0.42323999999999995,0.64286,0.46667,0.45247,?,0.42508,0.33077,No
?,?,0.5885699999999999,0.37368,0.42857,?,0.48922,?,0.45591000000000004,?,No
?,?,0.48858999999999997,0.30614,0.57143,0.33333,?,0.38795999999999997,?,0.45128,No
?,0.50064,?,0.53284,0.5,0.4,0.50716,0.47184,0.49238999999999994,0.52051,No
0.22232,0.16507,0.39368000000000003,0.2602,0.28570999999999996,0.26666999999999996,0.39588,0.2906,0.3489,?,No
0.18234,0.25572,0.38088,0.33676999999999996,0.57143,0.53333,?,0.39645,0.41688000000000003,0.35769,No
0.18927,0.24398000000000003,?,?,?,?,?,0.39991,0.44871000000000005,?,No
?,0.2148,0.5063,0.46013999999999994,0.64286,0.66667,?,?,0.42156000000000005,0.58333,No
0.3609,?,?,0.27118000000000003,?,?,0.33081,0.25865,0.29877,0.18012999999999998,No
?,?,0.43978999999999996,0.33357,0.5,0.33333,0.41528999999999994,0.34902,0.38616,0.35191999999999996,No
0.28994000000000003,0.23506999999999997,0.75817,0.57076,0.71429,0.66667,0.54914,?,0.50593,0.49615,No
0.15619,0.35141,0.49061000000000005,?,0.5,0.53333,?,0.4053,0.44116000000000005,0.45,No
0.22529000000000002,?,?,0.39303,?,0.4,?,0.38358000000000003,0.41871,0.62564,Yes
0.27321999999999996,?,0.5378,0.33634000000000003,0.5,?,0.49293000000000003,?,0.44086000000000003,0.38718,No
0.21211999999999998,0.16293,0.36208,0.33248,0.5,0.53333,0.40221,0.36348,0.38561,0.44359,No
0.32838,0.15516,0.50013,0.32954,0.64286,0.53333,0.46662,0.35884,0.41868,0.43846,No
0.21733000000000002,?,0.5261399999999999,0.40574,0.64286,0.46667,0.54025,0.44048999999999994,?,0.43077,Yes
0.14179,0.28269,0.5224,0.34595,0.64286,0.53333,0.49804,?,0.46598999999999996,?,No
?,0.42672,0.50781,?,0.64286,?,0.5552199999999999,?,0.52379,0.41473999999999994,Yes
?,0.17307999999999998,?,0.35620999999999997,?,?,?,0.3733,0.42968999999999996,0.42178999999999994,No
0.16816,0.18828,0.35588000000000003,0.31096,0.42857,0.33333,?,0.33474,?,0.32115,No
?,0.19973,0.46658,?,?,?,0.46473000000000003,?,0.413,0.35513,No
0.09806000000000001,?,0.36082,0.15893,0.5,?,?,0.26443,?,0.26154,No
?,0.23231999999999997,0.43533999999999995,0.28648,0.42857,?,?,0.34864,0.3942,0.33397,No
?,?,?,?,0.57143,0.4,0.41441000000000006,?,0.37379,0.44231000000000004,No
?,?,0.5292100000000001,0.38033,0.42857,0.4,?,?,0.44483999999999996,0.43462,No
?,?,0.48346000000000006,0.29359,0.57143,0.33333,0.45387,0.37105,0.41728999999999994,0.33846,No
0.42241000000000006,0.58081,?,?,0.42857,0.46667,0.58272,?,?,?,Yes
0.28415,?,?,0.32232,0.64286,?,0.42948000000000003,0.3709,0.4039,?,No
0.10319,?,0.32999,0.13985,0.35714,0.2,0.32093,0.18907000000000002,?,0.14231,No
0.05417999999999999,?,0.3327,0.12009,0.57143,0.2,0.45281000000000005,0.28325,0.37665,0.41538,No
0.18905,0.22516999999999998,0.45228999999999997,0.34123000000000003,0.71429,0.53333,0.45968000000000003,0.3826,0.42573999999999995,0.6391,No
?,?,0.63683,0.45188,?,?,?,?,0.46247,?,No
?,?,0.52037,?,0.57143,0.4,?,0.3979,0.46366999999999997,0.29744,No
?,0.30109,0.30385999999999996,0.28148,0.35714,0.33333,0.34248,0.30627,0.32687,0.30321,No
?,?,0.40968999999999994,?,0.35714,0.33333,0.44476000000000004,?,0.41603999999999997,0.35577,No
0.3773,0.2436,0.5706,0.44297,0.57143,0.6,0.48005,?,0.44218,?,No
0.17419,0.04311,?,0.13607,0.14286,?,0.33402,0.22286,?,0.19487000000000002,No
0.21924000000000002,0.23678000000000002,0.49895,0.37933,0.64286,0.53333,0.50483,0.42545,0.46995,0.52308,No
0.0256,0.53857,0.45038999999999996,0.40634000000000003,0.35714,0.33333,0.49633999999999995,?,0.48691,0.49872,No
0.21644000000000002,?,0.45681000000000005,0.30363,?,0.4,0.4703,0.36261,?,?,No
0.05056,0.30243000000000003,0.40868000000000004,0.24908000000000002,0.64286,0.33333,0.49971000000000004,0.40986000000000006,?,?,No
0.21277,0.23231999999999997,0.46629,0.32315,0.71429,0.46667,0.45061,0.36278,0.41173999999999994,?,No
0.033960000000000004,?,0.45935,?,0.64286,0.6,?,0.4387,0.44483999999999996,?,No
0.26923,0.20679,0.46008999999999994,0.38593,0.64286,0.46667,0.40291,?,0.39215,0.39679000000000003,No
?,0.13310999999999998,0.54292,?,0.71429,0.66667,0.53638,0.45147,?,0.43973999999999996,No
0.10602,0.36898000000000003,0.54743,0.33402,0.57143,0.53333,0.46053999999999995,?,0.43037,0.47948999999999997,No
?,0.28472,0.5080399999999999,0.3471,0.5,?,0.53782,0.42178999999999994,?,0.34486999999999995,No
0.28275,0.21445,?,0.41200000000000003,0.71429,0.53333,0.44637,?,?,?,Yes
0.07594,0.28192,0.29579,0.24001999999999998,?,?,0.35074,?,0.31551999999999997,0.35513,Yes
0.26504,0.12885,0.5885699999999999,0.35243,0.64286,0.46667,0.5076,?,0.4514,?,No
0.42651000000000006,0.14887,0.5140100000000001,0.45115,0.5,?,0.47827,0.36991,0.4301,?,No
0.31074,0.32445,0.5996100000000001,?,?,0.6,0.48633000000000004,0.44042,?,0.6378199999999999,Yes
0.15131,?,0.40742,0.26715,0.5,0.33333,0.49125,0.40174,0.45171999999999995,0.49038000000000004,No
0.02852,?,0.40456,0.33289,0.42857,0.46667,0.43186,0.41048,0.42325,0.4391,No
0.30721,0.10645,0.36066,?,0.35714,0.33333,0.36645,0.28418000000000004,0.32989,?,Yes
?,?,0.4076,?,?,?,0.49163,0.3832,?,0.28462,No
0.31254,0.22964,?,0.40247,0.64286,0.53333,0.44764,0.37151,0.4141,0.42244,No
?,0.18586,0.43576000000000004,0.32883,0.42857,0.4,?,0.32718,0.35499,0.4391,No
0.29784,?,0.57858,0.42458,0.71429,0.66667,0.5144,0.43709,0.4805,0.51026,No
0.33535,0.19153,0.57915,0.37141,0.42857,0.4,?,?,0.46593999999999997,0.27115,No
0.23761,?,0.5858899999999999,?,0.57143,0.4,0.5472199999999999,?,0.47896000000000005,0.41153999999999996,No
0.09725,0.43623,0.38927,0.30949,?,0.4,0.37723,0.38993,0.38403000000000004,?,No
0.03203,0.07927999999999999,?,0.059370000000000006,0.5,0.13333,0.53923,?,0.43606999999999996,0.23013000000000003,No
0.23344,0.17883,0.46271,0.31009000000000003,0.57143,0.4,0.44736000000000004,0.32778,0.39399,?,No
0.11819,0.22209,0.41625,0.20919000000000001,?,?,0.51269,?,?,?,No
0.35825,0.1588,0.5226,0.37956,0.57143,?,0.49833,0.3865,?,0.38333,Yes
0.5178,?,0.59853,?,0.5,0.46667,?,?,0.44304,0.38461999999999996,Yes
0.19129000000000002,0.21288,0.38329,0.31672,0.71429,0.66667,?,0.32841,0.38871999999999995,0.54808,No
0.06201,?,?,?,0.5,?,0.45081000000000004,0.40674,0.4319,?,No
0.1512,0.32744,?,?,0.71429,0.46667,0.52325,?,0.4837,0.54038,No
0.04828,?,0.3739,0.20617,0.5,0.33333,0.4291,0.33028,0.38516,?,No
?,0.18954000000000001,0.37839,0.27848,0.35714,0.33333,?,0.32500999999999997,?,?,No
?,0.36956,0.58602,0.55073,0.64286,0.53333,?,0.46058999999999994,0.50761,0.44936000000000004,No
?,0.12955999999999998,0.52484,?,0.71429,0.53333,0.46743,0.37872,?,0.48654,No
?,?,0.50554,0.37469,0.35714,0.33333,0.42175,?,?,?,No
?,0.35457,0.46681999999999996,0.36255,0.57143,0.53333,0.43299,0.3912,0.41508,0.5153800000000001,No
0.23453000000000002,0.19788,?,?,0.5,0.46667,?,0.40728000000000003,0.45125,0.42308,No
0.21843,?,?,0.36972,?,?,0.36682,0.35764,0.36361,?,No
?,0.17384000000000002,0.55975,0.31873,?,0.4,0.51422,0.37362,0.45143999999999995,0.32179,No
0.20576999999999998,0.19587000000000002,?,0.28870999999999997,?,?,0.38029,0.31942,0.35353,?,No
0.26871999999999996,0.18137999999999999,0.4197,0.3296,0.42857,?,?,0.38716,?,0.45833,Yes
?,0.17849,0.61366,0.37458,?,0.46667,0.47086999999999996,0.34870999999999996,?,0.35449,No
0.40645,0.057479999999999996,0.71205,?,0.71429,0.4,?,0.43611000000000005,0.5189199999999999,0.32821,No
0.35262,0.19394,0.58201,?,0.78571,?,0.50905,?,?,0.44936000000000004,No
0.20121,0.23621999999999999,?,?,0.57143,?,0.46784,?,0.42444,0.45385,No
0.22232,0.38516999999999996,0.5777399999999999,0.39324000000000003,0.5,0.26666999999999996,0.5554600000000001,0.48197,0.52341,0.35191999999999996,No
?,0.28371999999999997,?,?,0.35714,?,0.41718999999999995,0.37312,0.39819,?,No
0.22015,0.24519000000000002,?,?,?,0.46667,0.48228999999999994,0.40518000000000004,0.44838999999999996,0.39551,No
?,0.12239000000000001,?,?,0.35714,?,0.40079000000000004,0.3586,0.38261,?,No
0.35841,0.1584,?,0.46379,0.5,0.46667,0.50344,0.41063,0.46243,?,No
?,0.20444,0.61265,?,0.78571,0.4,?,0.43778999999999996,?,0.45641000000000004,No
?,0.19507,?,0.38451,?,0.46667,0.55019,0.41863,?,0.44231000000000004,No
0.15914,0.16218,?,0.28471,0.5,0.4,0.4766,0.39284,0.43965,0.46218000000000004,No
?,0.25866999999999996,?,0.54,?,?,?,0.45926999999999996,?,?,Yes
?,?,0.34795,0.20663,0.57143,0.4,?,0.3427,0.39719,0.29551,No
0.26833,0.26979000000000003,0.49873,?,0.5,0.4,?,?,0.46132,0.37244,No
?,?,0.46702,0.32556,?,0.46667,0.45769,0.35811,0.41348,?,No
0.28094,0.20859,0.5674,?,?,?,?,0.4394,0.48863,0.43526000000000004,No
0.07168,0.12672,0.36208,0.23399,0.42857,?,0.36232,?,0.33705,0.32372,No
0.13109,0.17424,0.33163000000000004,?,0.5,0.4,?,?,0.37051,0.36667,Yes
?,?,?,0.5100399999999999,0.78571,0.6,?,0.60034,?,0.575,No
?,?,0.49812,0.33993,0.42857,0.26666999999999996,0.4379,?,0.39746,0.25128,No
0.15419000000000002,0.31801,0.43473999999999996,0.36011,?,0.33333,0.44945,?,0.4349,?,No
?,0.20082,?,0.2882,0.57143,?,0.45247,0.36674,?,0.45321000000000006,No
0.5069,0.04481,0.44408000000000003,0.39704,0.57143,0.33333,?,?,?,0.23974,No
0.056679999999999994,?,0.3232,?,0.42857,0.33333,0.40679,0.36272,?,0.3141,No
0.16688,?,?,0.3957,0.57143,0.53333,0.46026000000000006,0.40212,?,?,No
?,?,0.5121,0.35409,?,0.53333,0.48858,0.43856999999999996,0.46706000000000003,?,No
0.14268,?,0.3795,0.30956999999999996,0.64286,0.6,0.38937,0.3307,0.36364,0.425,Yes
0.21268,0.32168,?,0.35184,0.42857,0.46667,0.44442,?,0.41528999999999994,?,Yes
0.049089999999999995,0.25314000000000003,?,0.23362,?,0.26666999999999996,?,?,0.33516999999999997,?,No
0.15039,0.14231,0.43993999999999994,?,0.5,0.33333,0.43749,0.34906,0.39831,?,No
0.29600000000000004,?,0.39637,0.29661,0.64286,0.4,0.34989000000000003,0.33433,0.34371999999999997,0.3141,No
0.25103000000000003,0.21506,?,0.36093000000000003,?,0.46667,0.46366,0.36629,0.42046999999999995,?,No
?,0.15947999999999998,?,0.31319,0.57143,0.33333,0.45386000000000004,?,0.41153999999999996,0.35833000000000004,No
0.15609,0.29939,?,0.3596,?,0.4,0.4588,0.40499,0.43546999999999997,0.41538,Yes
0.32508000000000004,0.26195,?,0.41958,?,?,0.53638,0.42613999999999996,0.48751000000000005,0.4141,No
0.20075,0.20701999999999998,?,?,0.57143,?,0.44947,0.36625,0.4127,0.37628,No
0.10087,0.31208,?,0.3426,0.35714,0.26666999999999996,0.42816000000000004,0.31651999999999997,0.37837,0.21218,Yes
?,0.24241999999999997,0.55752,0.42673999999999995,0.57143,?,0.51286,0.43613,?,0.44487,No
0.05911,0.3048,0.36506,0.2666,0.42857,?,0.39438,0.39159,0.39416,0.39166999999999996,No
0.1134,0.32744,0.53918,?,0.64286,0.53333,0.49094,0.43193000000000004,0.46531999999999996,0.61859,No
0.21866,0.0246,0.28686,?,?,0.33333,0.37425,0.27432,?,?,No
0.20476,?,0.49198000000000003,0.3393,0.71429,0.6,0.46375,?,0.42908999999999997,0.49615,Yes
0.39545,?,0.64693,0.5461,?,0.4,0.49238999999999994,?,0.48841999999999997,0.38845999999999997,Yes
0.2927,0.23049,0.5270199999999999,0.42518999999999996,0.42857,?,0.46116999999999997,0.36571,?,0.29103,Yes
0.0,?,0.48853,0.34279,0.64286,?,0.43977,?,0.42728,0.5359,No
0.34483,0.051210000000000006,0.40721,0.28870999999999997,0.64286,?,?,0.2498,?,?,No
0.23146,0.25205,0.47134,0.37082,?,0.46667,0.47283000000000003,0.42858999999999997,0.45391000000000004,0.48846000000000006,No
0.172,0.20033,0.44033999999999995,0.31356999999999996,0.5,0.53333,?,0.3679,0.41286999999999996,0.34808,No
?,0.14759,0.41029,0.26959,?,?,0.4077,0.33281,?,0.29423,No
0.21914,?,0.53147,0.3417,0.64286,0.33333,?,?,?,0.35962,No
0.19877999999999998,0.16727,?,0.32609,0.5,?,0.53823,?,?,0.42949,No
?,0.33533,0.63968,0.51185,0.71429,0.53333,0.5856399999999999,0.5287,0.5612199999999999,0.59551,Yes
0.16266,0.19626,0.46116999999999997,0.28045,0.5,0.33333,?,0.37887,0.44317,?,No
0.11043,0.25966,0.26857,0.2415,0.42857,?,0.32882,?,0.31840999999999997,0.29872,No
0.28160999999999997,0.22175999999999998,0.52457,?,?,?,0.4641,0.3982,?,0.37244,No
0.0681,0.25281,0.43138999999999994,?,0.5,0.26666999999999996,0.51045,0.39504,0.45915,0.44231000000000004,No
?,0.5181,0.64561,0.5986899999999999,0.5,0.53333,0.59246,0.59395,0.5947100000000001,0.46923000000000004,Yes
0.22683000000000003,0.10465999999999999,0.42272,0.28994000000000003,0.57143,0.53333,?,0.32681,0.414,0.33718000000000004,Yes
0.21718,0.29025,?,0.43445,0.57143,0.53333,0.5829,0.44998999999999995,0.52381,0.37372,No
?,0.33533,0.38674000000000003,0.33299,0.5,?,0.40096,?,0.38008000000000003,0.32372,No
0.1662,0.13710999999999998,0.47616,0.30055,?,0.26666999999999996,0.47506000000000004,0.42178000000000004,0.45202,0.24744000000000002,No
0.13132,0.23834,?,0.29431999999999997,0.57143,?,0.45819,0.38497,0.426,?,No
0.15131,0.22191999999999998,0.35136,0.25456999999999996,0.57143,0.33333,0.46147,0.37843000000000004,0.42481,0.40576999999999996,No
?,?,0.52304,0.47548999999999997,0.64286,0.66667,0.44701,0.36159,?,?,No
0.08333,?,0.28793,?,0.57143,?,0.40688,?,0.36684,0.49551000000000006,No
0.01877,0.15100999999999998,?,0.19441,0.5,0.33333,?,0.41003,?,?,No
0.23190999999999998,0.0615,0.41713999999999996,0.2002,0.5,0.33333,0.38101,0.20595,0.30216,0.22755999999999998,No
0.31558,0.16272,0.43809,?,?,0.4,?,?,0.36446999999999996,?,No
0.14693,0.16364,0.41983000000000004,?,0.42857,0.33333,?,?,0.41648999999999997,0.37628,No
?,0.19848,0.4943,0.35372,0.5,?,0.48308,0.39803,0.44556,0.37051,No
0.60654,0.50039,0.9589700000000001,0.83501,0.78571,0.66667,0.74736,0.74815,0.7497,?,No
0.22071999999999997,0.18837,?,0.33751,0.57143,0.46667,?,0.35758,0.3965,0.34486999999999995,No
0.20334000000000002,?,0.45064,?,0.5,0.4,?,?,0.43249,0.36923,No
?,0.05293,?,0.18357,0.35714,0.2,0.29123000000000004,0.2553,0.27560999999999997,?,No
?,0.27879,0.32132,0.22574,?,?,0.38139,?,0.35591,0.45833,No
?,0.44353000000000004,0.78597,0.7319,0.57143,?,0.7721,0.73982,0.75942,?,Yes
?,0.12618,?,?,0.5,0.46667,?,?,?,0.26987,Yes
0.21241,0.21108000000000002,0.43131,?,0.57143,0.46667,0.44197,0.32223,0.38852,?,No
